countryname,Active,Closed,Dropped,Pipeline
Burkina Faso,True,False,False,False
Republic of Serbia,True,False,False,False
Republic of Guatemala,True,False,False,False
Republic of Guatemala,True,False,False,False
Republic of Yemen,True,False,False,False
Republic of Yemen,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
Nepal,True,False,False,False
Republic of Mozambique,True,False,False,False
Kingdom of Swaziland,False,True,False,False
Burkina Faso,True,False,False,False
Republic of Peru,True,False,False,False
Plurinational State of Bolivia,True,False,False,False
Republic of Peru,True,False,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Vanuatu,True,False,False,False
Union of the Comoros,True,False,False,False
Republic of The Gambia,True,False,False,False
Republic of Armenia,True,False,False,False
Bosnia and Herzegovina,True,False,False,False
Western Africa,True,False,False,False
Pacific Islands,True,False,False,False
Republic of Uzbekistan,True,False,False,False
Turkmenistan,True,False,False,False
Republic of Uganda,True,False,False,False
Republic of Mali,True,False,False,False
Hashemite Kingdom of Jordan,True,False,False,False
Republic of Cote d'Ivoire,False,False,False,False
Republic of Uganda,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
Democratic Republic of Sao Tome and Prin,True,False,False,False
Somali Democratic Republic,True,False,False,False
People's Republic of China,True,False,False,False
Republic of India,True,False,False,False
Republic of South Africa,True,False,False,False
Kingdom of Bhutan,True,False,False,False
Republic of Chad,True,False,False,False
Republic of Turkey,True,False,False,False
Republic of Iraq,True,False,False,False
Republic of the Union of Myanmar,True,False,False,False
Burkina Faso,True,False,False,False
Europe and Central Asia,True,False,False,False
Republic of Senegal,True,False,False,False
Republic of Iraq,False,True,False,False
Arab Republic of Egypt,True,False,False,False
Republic of India,True,False,False,False
Republic of Benin,True,False,False,False
Republic of Moldova,False,True,False,False
Republic of Zambia,True,False,False,False
South Asia,True,False,False,False
Republic of Zambia,True,False,False,False
Grenada,False,True,False,False
Lao People's Democratic Republic,True,False,False,False
Oriental Republic of Uruguay,True,False,False,False
Ukraine,True,False,False,False
Romania,False,True,False,False
Republic of Burundi,True,False,False,False
Republic of Cote d'Ivoire,True,False,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Burundi,True,False,False,False
Republic of Djibouti,True,False,False,False
Africa,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Lao People's Democratic Republic,True,False,False,False
People's Republic of China,True,False,False,False
Tuvalu,True,False,False,False
Republic of Cote d'Ivoire,True,False,False,False
Republic of Colombia,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Cameroon,True,False,False,False
Republic of Angola,True,False,False,False
Burkina Faso,True,False,False,False
Macedonia,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
Nepal,True,False,False,False
Kingdom of Lesotho,True,False,False,False
Nepal,True,False,False,False
Democratic Socialist Republic of Sri Lan,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
West Bank and Gaza,True,False,False,False
Federal Democratic Republic of Ethiopia,True,False,False,False
Central African Republic,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Democratic Republic of Sao Tome and Prin,False,True,False,False
Republic of Fiji,True,False,False,False
Kyrgyz Republic,True,False,False,False
St. Lucia,True,False,False,False
Republic of Uzbekistan,True,False,False,False
Republic of Ecuador,True,False,False,False
World,True,False,False,False
Republic of Mali,True,False,False,False
Republic of Madagascar,True,False,False,False
Republic of Belarus,True,False,False,False
Argentine Republic,True,False,False,False
Solomon Islands,True,False,False,False
Republic of Liberia,False,True,False,False
World,False,True,False,False
Republic of Guatemala,True,False,False,False
Africa,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
South Asia,True,False,False,False
Republic of Albania,True,False,False,False
Republic of India,True,False,False,False
Republic of Guinea,True,False,False,False
Europe and Central Asia,True,False,False,False
Republic of Haiti,True,False,False,False
Republic of Haiti,True,False,False,False
Republic of Madagascar,True,False,False,False
Republic of Armenia,True,False,False,False
Republic of Malawi,True,False,False,False
Republic of Malawi,True,False,False,False
Republic of Ghana,True,False,False,False
Republic of India,True,False,False,False
Republic of Indonesia,False,True,False,False
Republic of Turkey,True,False,False,False
Republic of Rwanda,False,True,False,False
Republic of Cameroon,True,False,False,False
Republic of Cameroon,True,False,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Republic of Serbia,False,True,False,False
Democratic Republic of Timor-Leste,True,False,False,False
Republic of Serbia,True,False,False,False
People's Republic of Bangladesh,True,False,False,False
Republic of Zambia,True,False,False,False
Ukraine,True,False,False,False
Republic of Colombia,True,False,False,False
Republic of Liberia,False,True,False,False
People's Republic of China,True,False,False,False
Republic of Chile,True,False,False,False
Islamic  Republic of Afghanistan,False,True,False,False
Kingdom of Lesotho,True,False,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Republic of Chad,True,False,False,False
Republic of Kosovo,True,False,False,False
World,True,False,False,False
Kyrgyz Republic,True,False,False,False
Republic of Liberia,False,True,False,False
Africa,True,False,False,False
Arab Republic of Egypt,True,False,False,False
Republic of The Gambia,True,False,False,False
Lebanese Republic,True,False,False,False
Hashemite Kingdom of Jordan,True,False,False,False
Republic of Liberia,False,True,False,False
Republic of Indonesia,True,False,False,False
Republic of Senegal,True,False,False,False
Republic of Nicaragua,True,False,False,False
West Bank and Gaza,True,False,False,False
Kingdom of Bhutan,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
Republic of The Gambia,True,False,False,False
Samoa,False,True,False,False
Republic of Kiribati,False,True,False,False
Republic of the Union of Myanmar,True,False,False,False
Belize,True,False,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Namibia,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
People's Republic of China,True,False,False,False
Montenegro,True,False,False,False
Republic of Panama,True,False,False,False
Gabonese Republic,True,False,False,False
Republic of Chad,True,False,False,False
Republic of Mali,True,False,False,False
Republic of Malawi,True,False,False,False
Republic of Tunisia,True,False,False,False
Republic of Ghana,True,False,False,False
Nepal,True,False,False,False
Republic of Kosovo,True,False,False,False
Republic of Senegal,True,False,False,False
Republic of Kenya,True,False,False,False
Republic of the Sudan,True,False,False,False
Republic of Armenia,True,False,False,False
Republic of Uganda,True,False,False,False
Republic of Iraq,True,False,False,False
Republic of Iraq,True,False,False,False
Kyrgyz Republic,True,False,False,False
Bosnia and Herzegovina,True,False,False,False
World,True,False,False,False
Republic of Nicaragua,True,False,False,False
Republic of Cote d'Ivoire,True,False,False,False
Republic of Zambia,True,False,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Republic of Senegal,True,False,False,False
Republic of Armenia,True,False,False,False
Republic of Paraguay,True,False,False,False
Solomon Islands,True,False,False,False
Republic of Kenya,True,False,False,False
Republic of the Sudan,True,False,False,False
Republic of Yemen,True,False,False,False
Republic of Turkey,True,False,False,False
People's Republic of China,True,False,False,False
Lebanese Republic,True,False,False,False
Republic of Sierra Leone,False,True,False,False
Republic of the Union of Myanmar,True,False,False,False
Republic of Indonesia,True,False,False,False
Republic of Senegal,True,False,False,False
Argentine Republic,True,False,False,False
Mongolia,True,False,False,False
Kyrgyz Republic,False,True,False,False
Republic of Moldova,True,False,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Angola,True,False,False,False
Republic of Cote d'Ivoire,True,False,False,False
Democratic Republic of Sao Tome and Prin,True,False,False,False
Organization of Eastern Caribbean States,True,False,False,False
Republic of Mozambique,True,False,False,False
Somali Democratic Republic,True,False,False,False
People's Republic of Bangladesh,False,True,False,False
South Asia,True,False,False,False
